anchor,positive
Fortune Men Black Leather Formal Slip-Ons,"A pair of black round-toed formal slip-on shoes, has elasticated gussets on both sidesSynthetic leather upperCushioned footbedTextured PU outsole, has a stacked heel"
XYXX Men Printed Pack of 3 Remix Pure Cotton Boxer XYBOX3PCKN119,"Pack of 3 White, Black & Light Blue regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes.."
Next Look Men Blue & Black Slim Fit Printed Formal Shirt,"Blue and Black printed formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket"
XYXX Men Printed Pack of 3 Remix Pure Cotton Boxer XYBOX3PCKN121,"Pack of 3 Yellow, Black & White regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes.."
Next Look Men Blue Slim Fit Printed Formal Shirt,"Blue printed formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket"
Parx Men Blue Solid Regular-Fit Single-Breasted Suit,"Blue solid party suitBlue solid regular-fit blazer, has a notched lapel, single-breasted with double-button closure, long sleeves, two flap pockets, one welt pocket, and a double-vented back hemA pair of blue solid mid-rise trousers, has a waistband with belt loops, a zip fly with a button closure, two pockets."
XYXX Men IntelliSoft Antimicrobial Micro Modal Pack of 2 Illuminati Trunks XYTRNK2PCKN238,"Pack of 2 trunks in Black & Blue with contoured front pouch and anti-microbial finish that prevents odours and rashes.

Key Features:

Intellisoft: Our fabric technology makes for the softest, smoothest and comfiest innerwear ever, making you forget you are wearing anything at all. 
Feel: 3Xsofter and 50% more moisture absorbent than regular cotton.
Snug Fit:Fits your form without clinging to your skin and offers fantastic support.
Waistband:Anti-roll microfibre waistband that doesn't leave marks.
Skin Hygiene:Flat-lock seams are smooth on skin so there is no itching, chafing or irritation."
SEJ by Nisha Gupta Blue & Grey Printed Table Runner,Set content: One runner Type: Table runner Colour: Blue and grey Fabric: Polycotton Shape: Rectangular Pattern: Floral Disclaimer : Product colour may slightly vary due to photographic lighting sources or your monitor settings.
Park Avenue Men Blue Slim Fit Self Design Formal Shirt,"Blue self-design formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket"
SEJ by Nisha Gupta Yellow & Red Printed Table Placemat,Set content: 1 table mat Shape: Rectangle Colour: Yellow and red Pattern: Printed Suitable For: 1 seater table Material: Cotton
XYXX Men IntelliSoft Antimicrobial Micro Modal Pack of 3 Illuminati Briefs XYBRF3PCKN354,"Pack of 3 briefs in Blue, Navy & Black with contoured front pouch and anti-microbial finish that prevents odours and rashes.

Key Features:

Intellisoft: Our fabric technology makes for the softest, smoothest and comfiest innerwear ever, making you forget you are wearing anything at all. 
Feel: 3Xsofter and 50% more moisture absorbent than regular cotton.
Snug Fit:Fits your form without clinging to your skin and offers fantastic support.
Waistband:Anti-roll microfibre waistband that doesn't leave marks.
Skin Hygiene:Flat-lock seams are smooth on skin so there is no itching, chafing or irritation."
Next Look Men Blue Slim Fit Self Design Casual Shirt,"Blue self-design casual shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket"
HRX by Hrithik Roshan Girls Burgundy Printed Sweatshirt,"Burgundy printed sweatshirt, has a round neck,  straight hem"
Geox Women Taupe Suede Leather Perforated Sneakers,"A pair of round-toe taupe sneakers, has regular styling, lace-up detailSuede leather perforated upperCushioned footbedTextured and patterned outsoleEngineered with waterproof liningWarranty: 6 monthsWarranty provided by brand/manufacturer"
Park Avenue Men Charcoal Tailored Regular Fit Self Design Formal Trousers,"Charcoal self-design mid-rise trousers, button closure, and 4 pockets"
MASPAR White Printed Single Bed Duvet Cover,Set content: 1 duvet cover Size: Single bed Colour: White Pattern: Geometric GSM: 250 GSM
Next Look Men Magenta Regular Fit Solid Formal Shirt,"Magenta solid casual shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket"
Carlton London Women Blue Solid Bardot Top,"Blue solid woven bardot top, has an off-shoulder neck, and three-quarter bell sleeves"
Park Avenue Women White & Black Regular Fit Printed Casual Shirt,"White and black printed casual shirt, has a spread collar, three-quarter sleeves, concealed button placket, and high-low hem"
Park Avenue Men Green Printed Round Neck T-shirt,"Green and Blue printed T-shirt, has a round neck, and short sleeves"
Geox Men Navy Blue Suede Leather Comfort Sandals,A pair of navy blue comfort sandalsSuede upper with velcro closureCushioned footbedPatterned rubber outsoleWarranty: 6 monthsWarranty provided by brand/manufacturer
Park Avenue Men Blue Slim Fit Checked Formal Shirt,"Blue checked formal shirt, has a spread collar, long sleeves, button placket,  straight hem, one patch pocket"
Next Look Men White Slim Fit Self Design Formal Shirt,"White self-design formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket"
Healers Women Blue Solid Open Toe Flats,"A pair of blue open-toed flats, has regular styling, no back strap detailSynthetic upper with buckle detailCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by Brand Owner / Manufacturer"
Geox Women Beige Leather Solid Heels,"A pair of beige peep toe heels, has regular styling, backstrap detailLeather upperCushioned footbedTextured and patterned outsole, has a block heelWarranty: 6 monthsWarranty provided by brand/manufacturer"
Carlton London Women Mauve & White Regular Fit Printed Casual Shirt,"Mauve and White printed casual shirt, has a spread collar, three-quarter sleeves, button placket, and straight hem"
Geox Men Navy Blue Suede Sneakers,"A pair of round-toe navy blue sneakers, has regular styling, lace-up detailSuede upperCushioned footbedTextured and patterned outsoleWarranty: 6 monthsWarranty provided by brand/manufacturer"
Next Look Men Blue Regular Fit Checked Formal Shirt,"Blue checked casual shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket"
Innisfree Green Tea Foam Cleanser 150 ml,Green Tea Foam Cleanser
Next Look Men Purple Slim Fit Solid Formal Shirt,"Purple solid formal shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket"
Kvsfab Women Brown & Red Printed Straight Kurta,"Brown and Red printed straight kurta, has a round neck, three-quarter sleeves, straight hem, and side slits"
HERE&NOW Women Off-White Solid Bomber Jacket,"Off-White solid jacket, has a stand collar, 2 pockets, zip closure, long sleeves, straight hem, and polyester"
Soumya Multicoloured Set of 5 Quirky Square Cushion Covers,Set content: 5 Cushion Covers Colour: Multicoloured Shape: Square Pattern: Quirky Closure: Zip
Geox Men Black Leather Formal Derbys,"A pair of black round-toed formal Derbys, has central lace-upsLeather upperCushioned footbedTextured and patterned outsole, has a stacked heelWarranty: 6 monthsWarranty provided by brand/ manufacturer"
Park Avenue Men Coral Red Solid Mandarin Collar T-shirt,"Coral red solid T-shirt, has mandarin collar, short sleeves"
Next Look Men Purple Regular Fit Printed Casual Shirt,"Purple printed casual shirt, has a spread collar, long sleeves, button placket,  straight hem, one patch pocket"
Force 10 Men Navy Blue Mesh Running Shoes,"A pair of navy blue running sports shoes, has regular styling, lace-up detailMesh upperCushioned footbedTextured and patterned outsole"
SEJ by Nisha Gupta Blue & Pink Printed Tissue Holder,Set Content: 1 tissue holderPattern: PrintedColour: Blue and pinkFinish: MatteMaterial: Wood
XYXX Men Printed Pack of 2 Remix Pure Cotton Boxer XYBOX2PCKN117,"Pack of 2 Black & Blue regular-fit printed boxers with a microfibre waistband and pockets on both sides.Key Features:Intelli Ease:Our Intelli Ease fabric technology makes for the most luxurious comfort wear that guarantees unmatched lightness, softness and breathability. Fit: Relaxed fit for everyday wear.Functionality: Dual side pockets to keep important belongings and a concealed button placket.Waistband:Soft, Anti-roll, microfibre waistband on the inside with comfort stretch that won't leave any marks.Skin Hygiene:Enhanced with antimicrobial finish to prevent unpleasant odours and rashes.."
HERE&NOW Men Red & Black Colourblocked Polo Collar T-shirt,"Red, black and navy blue colourblocked T-shirt, has a polo collar, and short sleeves"
Sera Women Navy Blue Straight Fit Printed Cigarette Trousers,Navy Blue printed mid-rise trousers and slip-on closure
SHISEIDO Patent Plum LacquerInk LipShine Lipstick 308,"Shade namePatent plum 308 What it isLipstickWhat it doesThe unique blend of oils in this hybrid formula offers the shine and comfort of a gloss, while smoothing polymers provide the durable, hydrating color of a lipstickA custom, concave applicator hugs the contours of the mouth and dispenses the perfect amount of pigment that can be worn alone or layered over other lip products for extra dimension and sheen"
MOVADO Women Blue Analogue Watch 607268,"Display: AnalogueMovement: QuartzPower source: BatteryDial style: Solid round stainless steel dialFeatures: Reset TimeStrap style: Blue bracelet style, stainless steel strap with a foldover closureWater resistance: 30 mWarranty: 2 yearsWarranty provided by brand/manufacturer Comes in a signature MOVADO case"
Puma Men Black Sneakers,"A pair of round-toe black sneakers, has regular styling, lace-up detailTextile upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer"
Raymond Men Beige Solid Regular-Fit Single-Breasted Suit,"Beige solid party suitBeige solid regular-fit blazer, has a peaked lapel, single-breasted with double-button closure, long sleeves, two flap pockets, one welt pocket, and a double-vented back hemA pair of beige solid mid-rise trousers, has a waistband with belt loops, a zip fly with a button closure, two pockets."
Next Look Men Blue & White Regular Fit Printed Casual Shirt,"Blue and White printed casual shirt, has a spread collar, long sleeves, button placket, straight hem, and 1 patch pocket"
